_id,datasetfields_datautility_title,datasetfields_datautility_allowable_uses,datasetfields_metadataschema_url,pid,datasetv2_summary_publisher_name,datasetv2_summary_publisher_memberOf,datasetv2_accessibility_usage_dataUseLimitation,datasetv2_accessibility_usage_dataUseRequirements
5f3162c910d5b8a86e38ee89,HIC ICU 8.3.2,,https://healthdatagateway.org/detail/b40777a2-468b-4b45-8b7d-2f62f912e950,4f546f1e-433c-4884-a090-2a4520c878ac,NIHR Health Informatics Collaborative Critical Care Theme,OTHER,[],[]
5f3162cb10d5b8a86e38ee8a,HIC Transplantation,,https://healthdatagateway.org/detail/a0e0c0c2-072a-47ac-9252-e27b37ac024f,359a322e-3781-4796-b6b2-81962fa19b7a,NIHR Health Informatics Collaborative Renal Transplantation Theme,OTHER,[],[]
5f3162ee10d5b8a86e38ee9a,Infoflex Cancer Registry,,https://healthdatagateway.org/detail/72fe91de-b0c0-423a-ad68-bd7067b20ad8,5505e91d-9e0a-4969-87d5-00f256d91306,OXFORD UNIVERSITY HOSPITALS,ALLIANCE,[],[]
5f3162f110d5b8a86e38ee9e,JANUS,,https://healthdatagateway.org/detail/d3fd4dac-2d15-401c-8185-905ee108d9ce,6590f79d-cfea-4695-9fe0-dc5f85e6d273,OXFORD UNIVERSITY HOSPITALS,ALLIANCE,[],[]
5f3162f310d5b8a86e38eea1,LIMS,,https://healthdatagateway.org/detail/a74f72ad-bf70-42e4-8933-069c7b53c7f9,df70b490-3c00-458e-a6dd-ea3242a3ebac,OXFORD UNIVERSITY HOSPITALS,ALLIANCE,[],[]
5f31630a10d5b8a86e38eeb3,Mental Health & Learning Disabilities Dataset v 1 (Non-Sensitive) Episodes,,https://healthdatagateway.org/detail/c713773c-e961-400e-b44a-947002deb073,334afc50-a05a-43b9-aa1e-a012a22733e0,NHS DIGITAL,ALLIANCE,[],[]
5f31630b10d5b8a86e38eeb4,Mental Health & Learning Disabilities Dataset v 1 (Non-Sensitive) Events,,https://healthdatagateway.org/detail/0fc61ace-397d-4489-9e62-77f88082e775,9c8bd383-b117-4167-a25c-9e15fa5ec1c6,NHS DIGITAL,ALLIANCE,[],[]
5f31630d10d5b8a86e38eeb5,Mental Health & Learning Disabilities Dataset v 1 (Non-Sensitive) Records,,https://healthdatagateway.org/detail/7aa02796-787a-42c2-b97e-d008fa77e4b8,1a8fc23c-b67b-4171-b5e1-1b650fce1ef4,NHS DIGITAL,ALLIANCE,[],[]
5f31630e10d5b8a86e38eeb6,Mental Health & Learning Disabilities Dataset v 1 (Sensitive) Episodes,,https://healthdatagateway.org/detail/8226b6fa-d815-4f15-9064-b56beb0fddb1,a27400b0-0efb-4af8-a7bc-e2c7e59796e3,NHS DIGITAL,ALLIANCE,[],[]
5f31630f10d5b8a86e38eeb7,Mental Health & Learning Disabilities Dataset v 1 (Sensitive) Events,,https://healthdatagateway.org/detail/bdc17b2c-8b0f-4959-ab9b-e2de32d8a5f9,3d348613-2d66-4814-a294-7e0c365f43f8,NHS DIGITAL,ALLIANCE,[],[]
5f31631110d5b8a86e38eeb8,Mental Health & Learning Disabilities Dataset v 1 (Sensitive) Records,,https://healthdatagateway.org/detail/2a725f9d-c4a9-4c89-aa37-b3c25cc83389,7c2b435c-5442-4a05-9b8d-08024ec57c30,NHS DIGITAL,ALLIANCE,[],[]
5f31631d10d5b8a86e38eebc,Mental Health Minimum Data Set,,https://healthdatagateway.org/detail/acafb160-b18a-436e-90f1-dc4530a90267,285ae0ae-196b-4a75-b1f1-78b07162acfa,NHS DIGITAL,ALLIANCE,[],[]
5f31631e10d5b8a86e38eebd,Mental Health Minimum Dataset v2.6 (Non-Sensitive),,https://healthdatagateway.org/detail/895e5c2f-e484-4d08-91c6-35ac2f85c231,702201ff-e729-4e29-a428-32953c9a0332,NHS DIGITAL,ALLIANCE,[],[]
5f31632010d5b8a86e38eebe,Mental Health Minimum Dataset v2.6 (Sensitive),,https://healthdatagateway.org/detail/263f28a4-9835-4856-b1c3-0a0d4085f207,dc37fcd6-1e68-46e5-b73d-4896e069746a,NHS DIGITAL,ALLIANCE,[],[]
5f31632110d5b8a86e38eebf,Mental Health Minimum Dataset v3_3.5 (Non-Sensitive),,https://healthdatagateway.org/detail/aa019da2-0f2f-493c-95e8-7263ee735f46,348b12fb-7718-477e-a572-4fc3c716152d,NHS DIGITAL,ALLIANCE,[],[]
5f31632210d5b8a86e38eec0,Mental Health Minimum Dataset v3_3.5 (Sensitive),,https://healthdatagateway.org/detail/36047c5f-7d57-4d25-a114-2bcc6c11708f,c123f74c-0731-428e-b31b-eee2723df54d,NHS DIGITAL,ALLIANCE,[],[]
5f31632410d5b8a86e38eec1,Mental Health Minimum Dataset v4 (Non-Sensitive) Episodes,,https://healthdatagateway.org/detail/263ad0a8-ae90-4c1d-85d6-c3d2470eb2b7,2964d1b0-2630-468a-82c1-00f5ac901b3d,NHS DIGITAL,ALLIANCE,[],[]
5f31632510d5b8a86e38eec2,Mental Health Minimum Dataset v4 (Non-Sensitive) Events,,https://healthdatagateway.org/detail/ba071b0b-5ef4-457b-b194-3a69c2c71a06,3adeb2f4-a924-49cb-9537-84a9a4242a62,NHS DIGITAL,ALLIANCE,[],[]
5f31632610d5b8a86e38eec3,Mental Health Minimum Dataset v4 (Non-Sensitive) Records,,https://healthdatagateway.org/detail/ff2c6982-00f3-4483-9fc2-19b3a7211d8d,b9f24f81-bcf2-4e47-8909-0d5414e2d7a4,NHS DIGITAL,ALLIANCE,[],[]
5f31632810d5b8a86e38eec4,Mental Health Minimum Dataset v4 (Sensitive) Episodes,,https://healthdatagateway.org/detail/0e6e6ed5-ab81-4d7f-b06a-768bf33357ca,29c61f09-c4a1-425f-9bbc-888c23d99516,NHS DIGITAL,ALLIANCE,[],[]
5f31632910d5b8a86e38eec5,Mental Health Minimum Dataset v4 (Sensitive) Events,,https://healthdatagateway.org/detail/46493a09-b3bb-4c0e-b944-82665ee21508,9c31a2bd-ff3a-4379-a4b8-0b90527a4c38,NHS DIGITAL,ALLIANCE,[],[]
5f31632a10d5b8a86e38eec6,Mental Health Minimum Dataset v4 (Sensitive) Records,,https://healthdatagateway.org/detail/97fa09e6-5ea5-41cd-baf8-20366db13a3f,eab996ed-b268-439a-bff4-19925698336a,NHS DIGITAL,ALLIANCE,[],[]
5f31632c10d5b8a86e38eec7,Mental Health Minimum Dataset v4.1 (Non-Sensitive) Episodes,,https://healthdatagateway.org/detail/b53f716d-a5c3-4ad8-a2aa-cae09c12ac18,ef22c16c-c294-46e1-abf9-5204212e9053,NHS DIGITAL,ALLIANCE,[],[]
5f31632d10d5b8a86e38eec8,Mental Health Minimum Dataset v4.1 (Non-Sensitive) Events,,https://healthdatagateway.org/detail/a1a67182-e81b-4144-ac51-92a86f277eb2,7b31b427-b447-432e-9a6c-ad2099343491,NHS DIGITAL,ALLIANCE,[],[]
5f31632e10d5b8a86e38eec9,Mental Health Minimum Dataset v4.1 (Non-Sensitive) Records,,https://healthdatagateway.org/detail/c97b8058-a6a4-4c8d-92e1-6e9f4cddd301,01c88a30-b14d-401e-82bb-165cbde81942,NHS DIGITAL,ALLIANCE,[],[]
5f31633010d5b8a86e38eeca,Mental Health Minimum Dataset v4.1 (Sensitive) Episodes,,https://healthdatagateway.org/detail/78fe2e13-7f40-406f-a584-04909d0ce060,efecbe58-4822-4f17-bf5c-92113d143db9,NHS DIGITAL,ALLIANCE,[],[]
5f31633110d5b8a86e38eecb,Mental Health Minimum Dataset v4.1 (Sensitive) Events,,https://healthdatagateway.org/detail/db113fcd-69a0-4357-9c6d-250085deb3f5,a1154967-a80e-41da-a9ae-6183584ecf6b,NHS DIGITAL,ALLIANCE,[],[]
5f31633210d5b8a86e38eecc,Mental Health Minimum Dataset v4.1 (Sensitive) Records,,https://healthdatagateway.org/detail/cc383a3f-1c47-4b7d-99cf-be8ee0afe401,c00d5ad2-d5d2-4318-8849-4c2fe52aabd0,NHS DIGITAL,ALLIANCE,[],[]
5f31633410d5b8a86e38eece,Mental Health Services Data Set - Community,Gold,https://healthdatagateway.org/detail/0c98200b-48b5-418a-b8d0-a7708abc1f39,f3bb6a68-2c32-40a7-9a79-61a718068893,NHS DIGITAL,ALLIANCE,[],[]
5f31633510d5b8a86e38eecf,Mental Health Services Data Set - Currencies,Gold,https://healthdatagateway.org/detail/9b7f7994-0b9c-4809-b67d-45ae1f04ec5c,add485fa-4c54-4a3e-8676-abe2ff4725a5,NHS DIGITAL,ALLIANCE,[],[]
5f31633610d5b8a86e38eed0,Mental Health Services Data Set - Inpatients,Gold,https://healthdatagateway.org/detail/8eace3c2-1dc8-4708-9350-ad129b7d2bc9,275ac6a4-798b-4f49-a25e-008245050bbc,NHS DIGITAL,ALLIANCE,[],[]
5f31633610d5b8a86e38eed1,Mental Health Services Data Set - Service Users,Gold,https://healthdatagateway.org/detail/1d5e3b05-8ce3-4f80-ae3a-f6031ad8cf69,f48ad0a1-f90c-4a81-8c04-b23f2d8baf7a,NHS DIGITAL,ALLIANCE,[],[]
5f31633810d5b8a86e38eed2,Mental Health and Learning Disabilities Data Set,,https://healthdatagateway.org/detail/4262e057-6978-4e4c-a05d-c4f328422090,e9b43936-e700-40c9-8b32-57ed44583f3d,NHS DIGITAL,ALLIANCE,[],[]
5f31633c10d5b8a86e38eed6,Millennium Clinical Events,,https://healthdatagateway.org/detail/0711cc7e-80d5-4781-a1ab-2637ea176ceb,5f45bcd1-970b-44ba-8ae2-0fb49b85ffa9,OXFORD UNIVERSITY HOSPITALS,ALLIANCE,[],[]
5f3163b610d5b8a86e38ef49,OUH Patient Master Index,,https://healthdatagateway.org/detail/d57a096a-4fa3-4529-b508-0b9df0f1893c,5d7465f6-ced8-434b-9907-d357ad125024,OXFORD UNIVERSITY HOSPITALS,ALLIANCE,[],[]
5f3163cf10d5b8a86e38ef5d,Patient Reported Outcome Measures,,https://healthdatagateway.org/detail/d2af6a29-291b-4444-a17c-40f4208f1e1b,55614ed3-2484-4408-a4e9-e5fffed9e8e4,NHS DIGITAL,ALLIANCE,[],[]
5f31640410d5b8a86e38ef7e,SOLUS,,https://healthdatagateway.org/detail/0477b06f-cbed-4949-982e-ce248a47ed1a,e653b264-3e44-4ed1-a376-86df45db7f72,OXFORD UNIVERSITY HOSPITALS,ALLIANCE,[],[]
5f31641510d5b8a86e38ef8f,South London and Maudsley NHS Foundation Trust (SLaM) Clinical Record Interactive Search (CRIS) platform,,https://healthdatagateway.org/detail/21cd4b8e-f4f5-44a6-83eb-b7799e98ba55,a25a9892-9141-4e78-8415-945ba73da11e,SLaM,ALLIANCE,[],[]
5f31641d10d5b8a86e38ef93,Sunquest,,https://healthdatagateway.org/detail/eaca9ed1-30b6-4157-8894-8e53efc84849,a80b2567-4755-46f1-bd2a-f3817ce4f10c,OXFORD UNIVERSITY HOSPITALS,ALLIANCE,[],[]
5f31643510d5b8a86e38efa6,TheatreEvents,,https://healthdatagateway.org/detail/bf83ada4-b72e-4789-b177-12a53aa763ea,2c6adf80-f30b-46c9-b9d4-fe3e68622469,OXFORD UNIVERSITY HOSPITALS,ALLIANCE,[],[]
5f33358b719124033d3f8e2b,Klang Asthma Cohort,,https://healthdatagateway.org/detail/df63e893-f688-4bb4-956c-cc4354bb4001,a2eddb27-c8bd-42ae-94f8-2a3026220da3,BREATHE,HUB,[],[]
5f85218bcbc2fd4e59c30f69,Millennium Cohort Study,,https://healthdatagateway.org/detail/2b09ea87-5b22-4049-b7dd-de0889699115,a380bd6b-009f-4b78-b638-ba9ee62be2eb,SAIL,ALLIANCE,[],[]
5fbc8acff1f7c535db352e13,Education - Wales,,https://healthdatagateway.org/detail/d2da2750-7482-4ce9-ae5c-2ab393408a67,204fa806-071d-4410-9c2c-143017d32d24,SAIL,ALLIANCE,GENERAL RESEARCH USE,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION']"
5fd19d965f2c1e47dad69ae9,Active Adult Survey,,https://healthdatagateway.org/detail/15805559-2115-4822-b91f-635de36fb289,1eb67fd5-33f6-49dd-a43d-854fff9f25f5,SAIL,ALLIANCE,"['GENERAL RESEARCH USE', 'RESEARCH SPECIFIC RESTRICTIONS']",PROJECT SPECIFIC RESTRICTIONS
5fd19db75f2c1e18f7d69aea,Annual District Birth Extract,,https://healthdatagateway.org/detail/3ab70331-aa54-4f0d-aa95-ea2b95bed9d5,12a77014-4a77-4eb1-8b26-f49689352d1b,SAIL,ALLIANCE,GENERAL RESEARCH USE,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION']"
5fd19e1e5f2c1eabd6d69aed,Bowel Screening Wales,,https://healthdatagateway.org/detail/05716e41-9842-4c07-8ddd-af9f9231e056,9f29d47e-4e9a-41b8-b7bc-5ef3570294ef,SAIL,ALLIANCE,GENERAL RESEARCH USE,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION']"
5fd19e365f2c1e3e8ad69aee,Breast Test Wales,,https://healthdatagateway.org/detail/fb4a069b-fd74-47b2-bbb1-9cde6b590d66,8b9efd45-f56d-4aa3-b2b8-c66ff3813a2b,SAIL,ALLIANCE,GENERAL RESEARCH USE,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION']"
5fd19e3d5f2c1e11bad69aef,Brecon dataset,,https://healthdatagateway.org/detail/a1e1ec62-d78c-40ac-9f90-66ef1dd865b2,9c6e891f-6449-48d2-a1c3-8dd236e34bbd,SAIL,ALLIANCE,GENERAL RESEARCH USE,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION']"
5fd19f515f2c1e40aad69af1,Cafcass Wales,,https://healthdatagateway.org/detail/3fceb952-0b21-40f4-bd69-fa5cd7ad7df9,29a714e1-5289-4362-be24-2848c954344e,SAIL,ALLIANCE,GENERAL RESEARCH USE,PROJECT SPECIFIC RESTRICTIONS
5fd19fb05f2c1e1115d69af2,Care Home Dataset,,https://healthdatagateway.org/detail/a45acd02-82d7-4bfe-9845-6b4df683bba8,aae02f9e-1bad-415d-9730-c46a07a990aa,SAIL,ALLIANCE,GENERAL RESEARCH USE,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION']"
5fd19fbf5f2c1e5bbed69af3,Careers Wales dataset,,https://healthdatagateway.org/detail/08846261-45f0-4bcf-9801-fe785dcef1c9,e4004e0e-6adb-4b11-82c2-af0caf61d751,SAIL,ALLIANCE,GENERAL RESEARCH USE,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION']"
5fd1a0035f2c1e474bd69af4,Cervical Screening Wales,,https://healthdatagateway.org/detail/80e9c439-4909-4534-8bfe-6f01fdec7de7,b32325d7-7f00-4d20-9935-dd02e1bc6932,SAIL,ALLIANCE,GENERAL RESEARCH USE,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION']"
5fd1a0565f2c1e1d56d69af5,Children Receiving Care and Support Census,,https://healthdatagateway.org/detail/ea9fa5fb-928d-4736-8fbf-e3b58a49c6d6,fb3fac03-a428-4b3f-8058-5622e1fd57d8,SAIL,ALLIANCE,GENERAL RESEARCH USE,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION']"
5fd1a0fc5f2c1e493bd69af7,Congenital Anomaly Register and Information Service,,https://healthdatagateway.org/detail/38468759-3351-4722-9eeb-4c6dc9fa44ce,6fe7e004-eb51-4c7b-9905-1ec9a4827dca,SAIL,ALLIANCE,"['GENERAL RESEARCH USE', 'RESEARCH SPECIFIC RESTRICTIONS']",PROJECT SPECIFIC RESTRICTIONS
5fd1a1dd5f2c1eb8d7d69af8,Daily Situation Report Data,,https://healthdatagateway.org/detail/4b6d3344-e73a-4f46-8e9d-fabb85827772,c74a9b9e-1fea-4aac-99fd-54e30668e085,SAIL,ALLIANCE,GENERAL RESEARCH USE,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION']"
5fd1a2645f2c1ec5bfd69afb,Diagnostic and Therapy Services Waiting Times,,https://healthdatagateway.org/detail/65c8a30c-de2c-47bf-87e4-18c86e75e54a,97896866-ab5e-408a-ac5a-072802db9faf,SAIL,ALLIANCE,"['GENERAL RESEARCH USE', 'RESEARCH SPECIFIC RESTRICTIONS']",PROJECT SPECIFIC RESTRICTIONS
5fd1a2c25f2c1e49ddd69afd,Emergency Department Dataset Daily,,https://healthdatagateway.org/detail/5e2a7277-dc64-499a-b16d-51850d9ad00b,fa257aa8-51fc-4eb7-a448-e473fa54686d,SAIL,ALLIANCE,GENERAL RESEARCH USE,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION']"
5fd1a50f5f2c1e3f75d69b00,Higher Education Statistics Agency (HESA) Student Data,,https://healthdatagateway.org/detail/64c6a583-f71b-478e-a26b-5e581226ec6d,68b04d3b-17b4-4a04-a8a3-e2a93ed231df,SAIL,ALLIANCE,RESEARCH SPECIFIC RESTRICTIONS,PROJECT SPECIFIC RESTRICTIONS
5fd1a5a25f2c1e0c6ad69b01,Intensive Care National Audit and Research Centre,,https://healthdatagateway.org/detail/6f348bdc-21e4-459b-b658-dc839a1e2133,fa8bf269-4769-491b-b398-fa63137d14ab,SAIL,ALLIANCE,GENERAL RESEARCH USE,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION']"
5fd1a5f35f2c1e247dd69b02,Lifelong Learning Wales Record (LLWR),,https://healthdatagateway.org/detail/e7fc3bb6-446b-4267-b563-bf6f94e8dee2,cba62a8d-5917-4912-ad4d-340472f7b904,SAIL,ALLIANCE,RESEARCH SPECIFIC RESTRICTIONS,PROJECT SPECIFIC RESTRICTIONS
5fd1a6065f2c1e842bd69b03,Looked After Children Wales,,https://healthdatagateway.org/detail/da5098df-414f-48e0-aaa7-7e2277f80eb7,cfdafacb-48f0-4ad8-9f20-193a5eec2da4,SAIL,ALLIANCE,GENERAL RESEARCH USE,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION']"
5fd1a94e5f2c1e1500d69b05,National Community Child Health Database (NCCHD),,https://healthdatagateway.org/detail/553a0fcb-6bed-493c-a185-fa97dc5f370d,20fe153c-a5e5-4991-900e-8fa9988e771a,SAIL,ALLIANCE,"['GENERAL RESEARCH USE', 'RESEARCH SPECIFIC RESTRICTIONS']",PROJECT SPECIFIC RESTRICTIONS
5fd1a98b5f2c1eee88d69b06,National Exercise Referral Scheme,,https://healthdatagateway.org/detail/8270e26b-65ea-479c-8462-f5315b2657eb,131784c0-769d-4f7b-b7d0-b5f4b89886d4,SAIL,ALLIANCE,"['GENERAL RESEARCH USE', 'RESEARCH SPECIFIC RESTRICTIONS']","['', 'PROJECT SPECIFIC RESTRICTIONS']"
5fd1aa205f2c1eabc8d69b0a,National Survey for Wales,,https://healthdatagateway.org/detail/9360bc6c-2a7d-4415-869d-3e853c558f4d,bcca421a-9077-4c47-9daa-b1bc030d3dee,SAIL,ALLIANCE,"['GENERAL RESEARCH USE', 'RESEARCH SPECIFIC RESTRICTIONS']",PROJECT SPECIFIC RESTRICTIONS
5fd1ab145f2c1e7104d69b0e,Outpatient Referral,,https://healthdatagateway.org/detail/c2ddca9f-f144-437b-ac7a-0a628a50ba1a,7465c65e-c321-42e9-a2f4-6bc664caf1fc,SAIL,ALLIANCE,GENERAL RESEARCH USE,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION']"
5fd1aba95f2c1e6038d69b11,Postponed Admitted Procedures,,https://healthdatagateway.org/detail/ce192e2e-4f31-4bb0-9c1f-5c4173c03011,bff94600-a254-4111-82f7-6167084d81ca,SAIL,ALLIANCE,GENERAL RESEARCH USE,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION']"
5fd1ac475f2c1e628dd69b12,Referral to Treatment Times,,https://healthdatagateway.org/detail/cfdb9fbd-9f67-435c-b257-6b51430451bb,0bf54842-c1db-4bdb-9f55-c5be490bf758,SAIL,ALLIANCE,GENERAL RESEARCH USE,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION']"
5fd1aca05f2c1ef9dfd69b15,School Workforce Annual Census (SWAC),,https://healthdatagateway.org/detail/df514642-bf9d-432f-bf15-4d870fe4ae08,5692eade-5738-48ed-8527-39be9caaa7b5,SAIL,ALLIANCE,RESEARCH SPECIFIC RESTRICTIONS,PROJECT SPECIFIC RESTRICTIONS
5fd1ad225f2c1e9872d69b16,Substance Misuse Dataset,,https://healthdatagateway.org/detail/f6aa8836-b437-40b6-bd1e-ae20010048dd,291c0dd4-0988-42d2-8e0b-878a892add57,SAIL,ALLIANCE,GENERAL RESEARCH USE,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION']"
5fd1add95f2c1eaf0dd69b18,UK Cystic Fibrosis Registry (CYFI),,https://healthdatagateway.org/detail/b43309eb-7860-49b7-9f11-1a7a0fd5532e,0628fb77-057d-4838-b80e-18245a8f535d,SAIL,ALLIANCE,RESEARCH SPECIFIC RESTRICTIONS,PROJECT SPECIFIC RESTRICTIONS
5fdade7d2f320c44deb70515,GPES Data for Pandemic Planning and Research (COVID-19),Platinum ,https://healthdatagateway.org/detail/f56d5407-4a7e-420e-8479-87b075da2b39,696cfc9f-090d-4328-94ac-140760a77c73,NHS DIGITAL,ALLIANCE,RESEARCH SPECIFIC RESTRICTIONS,"['INSTITUTION SPECIFIC RESTRICTIONS', 'PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE']"
5fe4135f336bdd466633dc14,COMPARE,,https://healthdatagateway.org/detail/84b6d047-2a05-4fc0-8537-809dbb3d18ed,8cbb73e2-a2c4-4caf-8dcd-6ac3795bb996,The University of Cambridge,OTHER,GENERAL RESEARCH USE,"['NOT FOR PROFIT USE', 'RETURN TO DATABASE OR RESOURCE', 'USER SPECIFIC RESTRICTION']"
5fe41ac3336bdd08e533dc15,INTERVAL,,https://healthdatagateway.org/detail/d58d02f1-47c2-44fc-b16e-4f6cbbb46e62,c1fa9b47-a954-4587-a0c2-bae0f3ec2b9b,The University of Cambridge,OTHER,GENERAL RESEARCH USE,"['NOT FOR PROFIT USE', 'RETURN TO DATABASE OR RESOURCE', 'USER SPECIFIC RESTRICTION']"
5ff7df2a1fb2698e819b7764,GENOMICS ENGLAND 100K BIOINFORMATICS DATA,Platinum ,https://healthdatagateway.org/detail/1900af1a-bd21-4157-ac48-203eec682073,98999c67-0133-4f11-be95-b84ee5727c84,GENOMICS ENGLAND,ALLIANCE,['GENERAL RESEARCH USE'],"['ETHICS APPROVAL REQUIRED', 'PROJECT SPECIFIC RESTRICTIONS', 'PUBLICATION MORATORIUM']"
5ff7e5971fb26935989b7768,National Cancer Registration and Analysis Service,,https://healthdatagateway.org/detail/79a7ad18-6941-4543-924a-787f2381f5e0,0a852454-ee67-443b-a091-d13499a71b41,PUBLIC HEALTH ENGLAND,ALLIANCE,RESEARCH SPECIFIC RESTRICTIONS,[]
6003b6d419226a4cd089afe4,Biological sample assays,,https://healthdatagateway.org/detail/a11a234b-8b59-41e8-920a-f8f1799d3c77,14c697a5-2d41-4d86-bf17-2e596d07418b,UK Biobank,ALLIANCE,RESEARCH USE ONLY,RETURN TO DATABASE OR RESOURCE
6003b6e419226a851189afe5,Biological samples,,https://healthdatagateway.org/detail/6e5916d4-017c-4542-bc71-edf6d4c5a055,41ac38b0-31cd-4865-a357-80ce557b2312,UK Biobank,ALLIANCE,RESEARCH SPECIFIC RESTRICTIONS,"['PROJECT SPECIFIC RESTRICTIONS', 'RETURN TO DATABASE OR RESOURCE']"
6003b87019226a6f7389afe6,Cancer register,,https://healthdatagateway.org/detail/75614b69-bc18-416b-9d27-fd8ca9fc4521,a4751434-54ea-4d22-a66a-a5d32bd80c40,UK Biobank,ALLIANCE,RESEARCH USE ONLY,RETURN TO DATABASE OR RESOURCE
60050c48ef5f5c12484ebd87,Death register,,https://healthdatagateway.org/detail/3a56c317-bf1b-448d-89ab-3421eae3aa18,722056a5-5fc6-4ad2-8efe-62a80dd6389b,UK Biobank,ALLIANCE,RESEARCH USE ONLY,RETURN TO DATABASE OR RESOURCE
